algo,reward,n_seeds,mean_eval_return,std_eval_return,mean_win_rate,std_win_rate,mean_draw_rate,std_draw_rate,mean_loss_rate,std_loss_rate,mean_ep_len,std_ep_len
a2c,r0,3,-0.05175,0.001744037461371361,0.42588333333333334,0.001960158723731879,0.09648333333333335,0.0023188838311183737,0.47763333333333335,0.0006059886320899305,1.5355833333333333,0.012297447793026911
a2c,r1,3,-0.053,0.0014905256343540924,0.4254,0.001041633332799982,0.0962,0.0022162280267758253,0.4784,0.0015753306531222867,1.5304666666666666,0.020441230121714553
a2c,r2,3,-0.051166666666666666,0.0012664473494341908,0.42605000000000004,0.0011496376240653621,0.09673333333333334,0.0028525816766960853,0.4772166666666667,0.0018838494867926452,1.5570666666666666,0.016371587854844417
doubleq,r0,3,-0.05748333333333333,0.0018001543143729532,0.4246666666666667,0.0026376546821413613,0.09318333333333334,0.003475229808548235,0.48215,0.0008376554582086036,1.5740833333333333,0.0023274926900470343
doubleq,r1,3,-0.05961666666666667,0.006838656463240585,0.42316666666666664,0.0031702611178821686,0.09405000000000001,0.0006013872850889563,0.48278333333333334,0.0036761241666854656,1.5727,0.007991349489708657
doubleq,r2,3,-0.061616666666666674,0.007051753131117272,0.42135000000000006,0.00308409900403127,0.09568333333333334,0.0025384816109022524,0.4829666666666667,0.004309743482956816,1.5807333333333335,0.011648199670144561
